Time_Index,MA_natural_gas_combined_cycle,CT_natural_gas_combined_cycle,ME_natural_gas_combined_cycle,MA_solar_pv,CT_onshore_wind,CT_solar_pv,ME_onshore_wind,MA_battery,CT_battery,ME_battery
297,1.0,1.0,1.0,0.1131,0.254971772,0.1509,0.457778186,1.0,1.0,1.0
298,1.0,1.0,1.0,0.3099,0.306124657,0.3546,0.473601222,1.0,1.0,1.0
299,1.0,1.0,1.0,0.4462,0.72285372,0.5514,0.414910913,1.0,1.0,1.0
300,1.0,1.0,1.0,0.4971,0.749075055,0.5828,0.367353141,1.0,1.0,1.0
301,1.0,1.0,1.0,0.5491,0.766450584,0.5721,0.440943152,1.0,1.0,1.0
302,1.0,1.0,1.0,0.5788,0.583024323,0.5944,0.561156869,1.0,1.0,1.0
303,1.0,1.0,1.0,0.5935,0.89966023,0.5804,0.544398606,1.0,1.0,1.0
304,1.0,1.0,1.0,0.4606,0.768344879,0.5083,0.415221393,1.0,1.0,1.0
305,1.0,1.0,1.0,0.2861,0.941289306,0.3311,0.461534441,1.0,1.0,1.0
306,1.0,1.0,1.0,0.04,0.691129565,0.0839,0.663944006,1.0,1.0,1.0
307,1.0,1.0,1.0,0.0,0.369385242,0.0,0.645860493,1.0,1.0,1.0
308,1.0,1.0,1.0,0.0,0.543988705,0.0,0.746088266,1.0,1.0,1.0
309,1.0,1.0,1.0,0.0,0.627581239,0.0,0.771381795,1.0,1.0,1.0
310,1.0,1.0,1.0,0.0,0.891589403,0.0,0.473645002,1.0,1.0,1.0
311,1.0,1.0,1.0,0.0,0.663651288,0.0,0.622891665,1.0,1.0,1.0
312,1.0,1.0,1.0,0.0,0.636843503,0.0,0.685363531,1.0,1.0,1.0
313,1.0,1.0,1.0,0.0,0.916098177,0.0,0.76200372,1.0,1.0,1.0
314,1.0,1.0,1.0,0.0,0.838043511,0.0,0.814941287,1.0,1.0,1.0
315,1.0,1.0,1.0,0.0,0.755483866,0.0,0.793094337,1.0,1.0,1.0
316,1.0,1.0,1.0,0.0,0.694692194,0.0,0.80068779,1.0,1.0,1.0
317,1.0,1.0,1.0,0.0,0.644259989,0.0,0.771727443,1.0,1.0,1.0
318,1.0,1.0,1.0,0.0,0.696441293,0.0,0.782669187,1.0,1.0,1.0
319,1.0,1.0,1.0,0.0,0.356852591,0.0,0.848315597,1.0,1.0,1.0
320,1.0,1.0,1.0,0.0686,0.251459301,0.0668,0.785507739,1.0,1.0,1.0
321,1.0,1.0,1.0,0.3334,0.172121212,0.3332,0.837952256,1.0,1.0,1.0
322,1.0,1.0,1.0,0.535,0.189258426,0.5359,0.866155028,1.0,1.0,1.0
323,1.0,1.0,1.0,0.6862,0.340059042,0.6854,0.859660685,1.0,1.0,1.0
324,1.0,1.0,1.0,0.7269,0.241040498,0.7362,0.73026526,1.0,1.0,1.0
325,1.0,1.0,1.0,0.7132,0.19764173,0.6619,0.818823159,1.0,1.0,1.0
326,1.0,1.0,1.0,0.6894,0.407617241,0.5674,0.845323026,1.0,1.0,1.0
327,1.0,1.0,1.0,0.6259,0.384550184,0.551,0.718031228,1.0,1.0,1.0
328,1.0,1.0,1.0,0.4635,0.455034077,0.406,0.772954941,1.0,1.0,1.0
329,1.0,1.0,1.0,0.2577,0.515170276,0.2966,0.839647532,1.0,1.0,1.0
330,1.0,1.0,1.0,0.0324,0.38820073,0.084,0.886622906,1.0,1.0,1.0
331,1.0,1.0,1.0,0.0,0.628327966,0.0,0.904330611,1.0,1.0,1.0
332,1.0,1.0,1.0,0.0,0.8641752,0.0,0.84333992,1.0,1.0,1.0
333,1.0,1.0,1.0,0.0,0.666926622,0.0,0.911610067,1.0,1.0,1.0
334,1.0,1.0,1.0,0.0,0.66224283,0.0,0.847428322,1.0,1.0,1.0
335,1.0,1.0,1.0,0.0,0.682783544,0.0,0.895758748,1.0,1.0,1.0
336,1.0,1.0,1.0,0.0,0.658913016,0.0,0.915756047,1.0,1.0,1.0
337,1.0,1.0,1.0,0.0,0.998503923,0.0,0.987221956,1.0,1.0,1.0
338,1.0,1.0,1.0,0.0,0.981334448,0.0,0.978059888,1.0,1.0,1.0
339,1.0,1.0,1.0,0.0,0.976984143,0.0,0.936176896,1.0,1.0,1.0
340,1.0,1.0,1.0,0.0,0.917273223,0.0,0.841554105,1.0,1.0,1.0
341,1.0,1.0,1.0,0.0,0.857299387,0.0,0.794166327,1.0,1.0,1.0
342,1.0,1.0,1.0,0.0,0.685744822,0.0,0.772697628,1.0,1.0,1.0
343,1.0,1.0,1.0,0.0029,0.197402641,0.0,0.772494197,1.0,1.0,1.0
344,1.0,1.0,1.0,0.1779,0.174021095,0.1726,0.593601346,1.0,1.0,1.0
345,1.0,1.0,1.0,0.3938,0.097864166,0.3929,0.568524837,1.0,1.0,1.0
346,1.0,1.0,1.0,0.5573,0.032948181,0.563,0.287257016,1.0,1.0,1.0
347,1.0,1.0,1.0,0.6766,0.002176364,0.6712,0.143510789,1.0,1.0,1.0
348,1.0,1.0,1.0,0.678,0.000552898,0.683,0.149639636,1.0,1.0,1.0
349,1.0,1.0,1.0,0.6611,0.000874054,0.6739,0.119550511,1.0,1.0,1.0
350,1.0,1.0,1.0,0.6551,0.003476053,0.6618,0.132416099,1.0,1.0,1.0
351,1.0,1.0,1.0,0.6173,0.019248929,0.6523,0.152063802,1.0,1.0,1.0
352,1.0,1.0,1.0,0.4965,0.119166195,0.546,0.258123368,1.0,1.0,1.0
353,1.0,1.0,1.0,0.3363,0.274659663,0.3826,0.426247716,1.0,1.0,1.0
354,1.0,1.0,1.0,0.1242,0.392801732,0.1625,0.560484052,1.0,1.0,1.0
355,1.0,1.0,1.0,0.0,0.536450446,0.0,0.601749539,1.0,1.0,1.0
356,1.0,1.0,1.0,0.0,0.939421058,0.0,0.709239244,1.0,1.0,1.0
357,1.0,1.0,1.0,0.0,0.438982993,0.0,0.753030419,1.0,1.0,1.0
358,1.0,1.0,1.0,0.0,0.353878379,0.0,0.699030638,1.0,1.0,1.0
359,1.0,1.0,1.0,0.0,0.556829035,0.0,0.5368644,1.0,1.0,1.0
360,1.0,1.0,1.0,0.0,0.65021956,0.0,0.578089058,1.0,1.0,1.0
361,1.0,1.0,1.0,0.0,0.622024417,0.0,0.555813074,1.0,1.0,1.0
362,1.0,1.0,1.0,0.0,0.764623284,0.0,0.538930714,1.0,1.0,1.0
363,1.0,1.0,1.0,0.0,0.715029895,0.0,0.462965727,1.0,1.0,1.0
364,1.0,1.0,1.0,0.0,0.372809708,0.0,0.360287905,1.0,1.0,1.0
365,1.0,1.0,1.0,0.0,0.113940589,0.0,0.488380849,1.0,1.0,1.0
366,1.0,1.0,1.0,0.0,0.056374628,0.0,0.599999964,1.0,1.0,1.0
367,1.0,1.0,1.0,0.0,0.016238747,0.0,0.561654091,1.0,1.0,1.0
368,1.0,1.0,1.0,0.1809,0.333949357,0.1937,0.482259929,1.0,1.0,1.0
369,1.0,1.0,1.0,0.3869,0.144480377,0.4011,0.261952311,1.0,1.0,1.0
370,1.0,1.0,1.0,0.5486,2.18e-5,0.5435,0.171321541,1.0,1.0,1.0
371,1.0,1.0,1.0,0.673,0.000401923,0.6766,0.103632301,1.0,1.0,1.0
372,1.0,1.0,1.0,0.688,0.009390152,0.6954,0.086341038,1.0,1.0,1.0
373,1.0,1.0,1.0,0.6933,0.15701367,0.698,0.134537384,1.0,1.0,1.0
374,1.0,1.0,1.0,0.6864,0.406255186,0.6964,0.17796576,1.0,1.0,1.0
375,1.0,1.0,1.0,0.65,0.417066693,0.6672,0.189786106,1.0,1.0,1.0
376,1.0,1.0,1.0,0.5134,0.336111903,0.5446,0.208149701,1.0,1.0,1.0
377,1.0,1.0,1.0,0.3401,0.290232033,0.3849,0.401330531,1.0,1.0,1.0
378,1.0,1.0,1.0,0.123,0.256617188,0.17,0.471578002,1.0,1.0,1.0
379,1.0,1.0,1.0,0.0,0.407308728,0.0,0.758596778,1.0,1.0,1.0
380,1.0,1.0,1.0,0.0,0.214790255,0.0,0.877489209,1.0,1.0,1.0
381,1.0,1.0,1.0,0.0,0.390825689,0.0,0.815006971,1.0,1.0,1.0
382,1.0,1.0,1.0,0.0,0.471649319,0.0,0.755335033,1.0,1.0,1.0
383,1.0,1.0,1.0,0.0,0.307960331,0.0,0.65353626,1.0,1.0,1.0
384,1.0,1.0,1.0,0.0,0.340681136,0.0,0.605977595,1.0,1.0,1.0
385,1.0,1.0,1.0,0.0,0.290637463,0.0,0.56266588,1.0,1.0,1.0
386,1.0,1.0,1.0,0.0,0.219434485,0.0,0.582483292,1.0,1.0,1.0
387,1.0,1.0,1.0,0.0,0.292016774,0.0,0.645784974,1.0,1.0,1.0
388,1.0,1.0,1.0,0.0,0.488625586,0.0,0.775624633,1.0,1.0,1.0
389,1.0,1.0,1.0,0.0,0.340097755,0.0,0.69383806,1.0,1.0,1.0
390,1.0,1.0,1.0,0.0,0.235136852,0.0,0.752719223,1.0,1.0,1.0
391,1.0,1.0,1.0,0.0004,0.588210523,0.0,0.862523913,1.0,1.0,1.0
392,1.0,1.0,1.0,0.1559,0.332647651,0.1358,0.737461805,1.0,1.0,1.0
393,1.0,1.0,1.0,0.3681,0.093162946,0.3612,0.54701364,1.0,1.0,1.0
394,1.0,1.0,1.0,0.5112,0.001849365,0.4843,0.360572845,1.0,1.0,1.0
395,1.0,1.0,1.0,0.7546,0.0,0.723,0.313053399,1.0,1.0,1.0
396,1.0,1.0,1.0,0.6648,0.0,0.6153,0.266081452,1.0,1.0,1.0
397,1.0,1.0,1.0,0.6766,0.000464521,0.642,0.223596364,1.0,1.0,1.0
398,1.0,1.0,1.0,0.6849,0.103742942,0.6483,0.218776628,1.0,1.0,1.0
399,1.0,1.0,1.0,0.6482,0.370955497,0.6173,0.203460976,1.0,1.0,1.0
400,1.0,1.0,1.0,0.5121,0.341479361,0.5187,0.224217921,1.0,1.0,1.0
401,1.0,1.0,1.0,0.3377,0.444000244,0.3615,0.330130666,1.0,1.0,1.0
402,1.0,1.0,1.0,0.1213,0.292105019,0.1552,0.519130349,1.0,1.0,1.0
403,1.0,1.0,1.0,0.0,0.224894032,0.0,0.726869047,1.0,1.0,1.0
404,1.0,1.0,1.0,0.0,0.31001246,0.0,0.743680954,1.0,1.0,1.0
405,1.0,1.0,1.0,0.0,0.206186026,0.0,0.728035569,1.0,1.0,1.0
406,1.0,1.0,1.0,0.0,0.352164268,0.0,0.608524561,1.0,1.0,1.0
407,1.0,1.0,1.0,0.0,0.416088998,0.0,0.492403865,1.0,1.0,1.0
408,1.0,1.0,1.0,0.0,0.530061185,0.0,0.513981462,1.0,1.0,1.0
409,1.0,1.0,1.0,0.0,0.507622302,0.0,0.533729076,1.0,1.0,1.0
410,1.0,1.0,1.0,0.0,0.678049803,0.0,0.674548864,1.0,1.0,1.0
411,1.0,1.0,1.0,0.0,0.010443158,0.0,0.062698871,1.0,1.0,1.0
412,1.0,1.0,1.0,0.0,0.427970886,0.0,0.841359735,1.0,1.0,1.0
413,1.0,1.0,1.0,0.0,0.334010154,0.0,0.914813161,1.0,1.0,1.0
414,1.0,1.0,1.0,0.0,0.451444775,0.0,0.974680662,1.0,1.0,1.0
415,1.0,1.0,1.0,0.0008,0.351748496,0.0,0.978852689,1.0,1.0,1.0
416,1.0,1.0,1.0,0.1746,0.381634384,0.157,0.922392011,1.0,1.0,1.0
417,1.0,1.0,1.0,0.3796,0.204491615,0.3642,0.839634836,1.0,1.0,1.0
418,1.0,1.0,1.0,0.555,0.022155629,0.5463,0.690602899,1.0,1.0,1.0
419,1.0,1.0,1.0,0.6824,0.087142006,0.6775,0.606630445,1.0,1.0,1.0
420,1.0,1.0,1.0,0.6979,0.034761738,0.6949,0.617718577,1.0,1.0,1.0
421,1.0,1.0,1.0,0.6999,0.114951245,0.6981,0.573944688,1.0,1.0,1.0
422,1.0,1.0,1.0,0.6953,0.093523912,0.6977,0.547802687,1.0,1.0,1.0
423,1.0,1.0,1.0,0.6556,0.116833173,0.6681,0.769956887,1.0,1.0,1.0
424,1.0,1.0,1.0,0.5221,0.247117937,0.5478,0.80558908,1.0,1.0,1.0
425,1.0,1.0,1.0,0.3484,0.302383065,0.3858,0.87547338,1.0,1.0,1.0
426,1.0,1.0,1.0,0.1274,0.435858846,0.1707,0.963667393,1.0,1.0,1.0
427,1.0,1.0,1.0,0.0,0.296017647,0.0,0.995695174,1.0,1.0,1.0
428,1.0,1.0,1.0,0.0,0.382669896,0.0,0.942333877,1.0,1.0,1.0
429,1.0,1.0,1.0,0.0,0.432901084,0.0,0.954547882,1.0,1.0,1.0
430,1.0,1.0,1.0,0.0,0.662971437,0.0,0.963854551,1.0,1.0,1.0
431,1.0,1.0,1.0,0.0,0.961305439,0.0,0.918889642,1.0,1.0,1.0
432,1.0,1.0,1.0,0.0,0.951534867,0.0,0.831322074,1.0,1.0,1.0
433,1.0,1.0,1.0,0.0,0.68373543,0.0,0.881467462,1.0,1.0,1.0
434,1.0,1.0,1.0,0.0,0.600812972,0.0,0.858075261,1.0,1.0,1.0
435,1.0,1.0,1.0,0.0,0.814034224,0.0,0.935281634,1.0,1.0,1.0
436,1.0,1.0,1.0,0.0,0.911757529,0.0,0.955151796,1.0,1.0,1.0
437,1.0,1.0,1.0,0.0,0.600341201,0.0,0.945564926,1.0,1.0,1.0
438,1.0,1.0,1.0,0.0,0.718456745,0.0,0.966163337,1.0,1.0,1.0
439,1.0,1.0,1.0,0.0,0.47460106,0.0,0.964919329,1.0,1.0,1.0
440,1.0,1.0,1.0,0.1287,0.611973166,0.1307,0.897765279,1.0,1.0,1.0
441,1.0,1.0,1.0,0.2969,0.462337017,0.3218,0.894047737,1.0,1.0,1.0
442,1.0,1.0,1.0,0.4366,0.286065727,0.4241,0.956014991,1.0,1.0,1.0
443,1.0,1.0,1.0,0.5574,0.410449386,0.4843,0.987810135,1.0,1.0,1.0
444,1.0,1.0,1.0,0.6471,0.18657057,0.5087,0.994437337,1.0,1.0,1.0
445,1.0,1.0,1.0,0.6988,0.044284698,0.6118,0.996686101,1.0,1.0,1.0
446,1.0,1.0,1.0,0.7057,0.004641407,0.6588,0.995325267,1.0,1.0,1.0
447,1.0,1.0,1.0,0.6681,0.010756869,0.6495,0.998466611,1.0,1.0,1.0
448,1.0,1.0,1.0,0.5204,0.062138144,0.4946,0.99398303,1.0,1.0,1.0
449,1.0,1.0,1.0,0.3357,0.268422604,0.3379,0.999444008,1.0,1.0,1.0
450,1.0,1.0,1.0,0.1217,0.549905419,0.1415,0.999931455,1.0,1.0,1.0
451,1.0,1.0,1.0,0.0,0.59516722,0.0,0.999659896,1.0,1.0,1.0
452,1.0,1.0,1.0,0.0,0.463209748,0.0,0.966383457,1.0,1.0,1.0
453,1.0,1.0,1.0,0.0,0.327129066,0.0,0.997240305,1.0,1.0,1.0
454,1.0,1.0,1.0,0.0,0.395001531,0.0,0.944750071,1.0,1.0,1.0
455,1.0,1.0,1.0,0.0,0.458472908,0.0,0.916571379,1.0,1.0,1.0
456,1.0,1.0,1.0,0.0,0.448081851,0.0,0.854930699,1.0,1.0,1.0
457,1.0,1.0,1.0,0.0,0.686663628,0.0,0.823605299,1.0,1.0,1.0
458,1.0,1.0,1.0,0.0,0.94721055,0.0,0.599495888,1.0,1.0,1.0
459,1.0,1.0,1.0,0.0,0.968070626,0.0,0.448240101,1.0,1.0,1.0
460,1.0,1.0,1.0,0.0,0.751041591,0.0,0.363844037,1.0,1.0,1.0
461,1.0,1.0,1.0,0.0,0.725488186,0.0,0.316084772,1.0,1.0,1.0
462,1.0,1.0,1.0,0.0,0.857096016,0.0,0.199303448,1.0,1.0,1.0
463,1.0,1.0,1.0,0.0,0.570255101,0.0,0.130830407,1.0,1.0,1.0
464,1.0,1.0,1.0,0.1681,0.35289073,0.2003,0.043213755,1.0,1.0,1.0
465,1.0,1.0,1.0,0.3275,0.291729033,0.3963,0.095006242,1.0,1.0,1.0
466,1.0,1.0,1.0,0.47,0.255962312,0.4968,0.191337913,1.0,1.0,1.0
467,1.0,1.0,1.0,0.4264,0.155585855,0.4553,0.145866185,1.0,1.0,1.0
468,1.0,1.0,1.0,0.4459,0.157079071,0.4639,0.17013973,1.0,1.0,1.0
469,1.0,1.0,1.0,0.4834,0.132549644,0.4762,0.067343056,1.0,1.0,1.0
470,1.0,1.0,1.0,0.6303,0.238282189,0.6118,0.06855081,1.0,1.0,1.0
471,1.0,1.0,1.0,0.3922,0.239939079,0.4236,0.056210428,1.0,1.0,1.0
472,1.0,1.0,1.0,0.3528,0.271274298,0.2969,0.087241471,1.0,1.0,1.0
473,1.0,1.0,1.0,0.2192,0.236726984,0.2024,0.109862432,1.0,1.0,1.0
474,1.0,1.0,1.0,0.0833,0.160334155,0.0789,0.181660235,1.0,1.0,1.0
475,1.0,1.0,1.0,0.0,0.292999268,0.0,0.27242738,1.0,1.0,1.0
476,1.0,1.0,1.0,0.0,0.401110888,0.0,0.286082685,1.0,1.0,1.0
477,1.0,1.0,1.0,0.0,0.149256185,0.0,0.269473583,1.0,1.0,1.0
478,1.0,1.0,1.0,0.0,0.163049132,0.0,0.340033472,1.0,1.0,1.0
479,1.0,1.0,1.0,0.0,0.166977257,0.0,0.344270676,1.0,1.0,1.0
480,1.0,1.0,1.0,0.0,0.205250561,0.0,0.205188617,1.0,1.0,1.0
481,1.0,1.0,1.0,0.0,0.307979465,0.0,0.204994872,1.0,1.0,1.0
482,1.0,1.0,1.0,0.0,0.422584713,0.0,0.256006956,1.0,1.0,1.0
483,1.0,1.0,1.0,0.0,0.406198055,0.0,0.247988999,1.0,1.0,1.0
484,1.0,1.0,1.0,0.0,0.361611843,0.0,0.211419225,1.0,1.0,1.0
485,1.0,1.0,1.0,0.0,0.24808161,0.0,0.200011283,1.0,1.0,1.0
486,1.0,1.0,1.0,0.0,0.122475065,0.0,0.178104073,1.0,1.0,1.0
487,1.0,1.0,1.0,0.0,0.061104923,0.0,0.129664958,1.0,1.0,1.0
488,1.0,1.0,1.0,0.0483,0.001909042,0.0107,0.224155784,1.0,1.0,1.0
489,1.0,1.0,1.0,0.1379,0.030662451,0.1244,0.195972994,1.0,1.0,1.0
490,1.0,1.0,1.0,0.2279,0.035824325,0.1986,0.191820532,1.0,1.0,1.0
491,1.0,1.0,1.0,0.2641,0.026189856,0.2571,0.244714767,1.0,1.0,1.0
492,1.0,1.0,1.0,0.2979,0.000577044,0.3222,0.256400168,1.0,1.0,1.0
493,1.0,1.0,1.0,0.3468,0.000226538,0.3903,0.260348976,1.0,1.0,1.0
494,1.0,1.0,1.0,0.3644,0.003640169,0.4114,0.264438897,1.0,1.0,1.0
495,1.0,1.0,1.0,0.3465,0.009475692,0.4116,0.303551227,1.0,1.0,1.0
496,1.0,1.0,1.0,0.324,0.039171852,0.3266,0.221615791,1.0,1.0,1.0
497,1.0,1.0,1.0,0.2125,0.049333788,0.2253,0.249633402,1.0,1.0,1.0
498,1.0,1.0,1.0,0.0673,0.006074722,0.0732,0.26829651,1.0,1.0,1.0
499,1.0,1.0,1.0,0.0,0.0032244,0.0,0.258434594,1.0,1.0,1.0
500,1.0,1.0,1.0,0.0,0.03518948,0.0,0.27804935,1.0,1.0,1.0
501,1.0,1.0,1.0,0.0,0.186126143,0.0,0.306461513,1.0,1.0,1.0
502,1.0,1.0,1.0,0.0,0.45455578,0.0,0.285110682,1.0,1.0,1.0
503,1.0,1.0,1.0,0.0,0.378552973,0.0,0.393156409,1.0,1.0,1.0
504,1.0,1.0,1.0,0.0,0.702663004,0.0,0.476771116,1.0,1.0,1.0
505,1.0,1.0,1.0,0.0,0.968510509,0.0,0.531838179,1.0,1.0,1.0
506,1.0,1.0,1.0,0.0,0.989876866,0.0,0.526962578,1.0,1.0,1.0
507,1.0,1.0,1.0,0.0,0.995388389,0.0,0.54357326,1.0,1.0,1.0
508,1.0,1.0,1.0,0.0,0.991017282,0.0,0.476503402,1.0,1.0,1.0
509,1.0,1.0,1.0,0.0,0.990352869,0.0,0.398805112,1.0,1.0,1.0
510,1.0,1.0,1.0,0.0,0.986146748,0.0,0.37803036,1.0,1.0,1.0
511,1.0,1.0,1.0,0.0445,0.989968061,0.0573,0.31956315,1.0,1.0,1.0
512,1.0,1.0,1.0,0.2149,0.936056614,0.2177,0.42311132,1.0,1.0,1.0
513,1.0,1.0,1.0,0.3872,1.0,0.4045,0.254698783,1.0,1.0,1.0
514,1.0,1.0,1.0,0.5191,1.0,0.5333,0.270733297,1.0,1.0,1.0
515,1.0,1.0,1.0,0.6164,1.0,0.587,0.315643668,1.0,1.0,1.0
516,1.0,1.0,1.0,0.6094,1.0,0.6136,0.4028427,1.0,1.0,1.0
517,1.0,1.0,1.0,0.6213,1.0,0.6059,0.449915528,1.0,1.0,1.0
518,1.0,1.0,1.0,0.5855,1.0,0.5508,0.511507988,1.0,1.0,1.0
519,1.0,1.0,1.0,0.5484,1.0,0.5046,0.512469947,1.0,1.0,1.0
520,1.0,1.0,1.0,0.4324,0.999761462,0.396,0.600891352,1.0,1.0,1.0
521,1.0,1.0,1.0,0.2942,1.0,0.3157,0.55519104,1.0,1.0,1.0
522,1.0,1.0,1.0,0.1239,0.97358191,0.1728,0.522832215,1.0,1.0,1.0
523,1.0,1.0,1.0,0.0042,0.916173577,0.0254,0.514124274,1.0,1.0,1.0
524,1.0,1.0,1.0,0.0,0.504913807,0.0,0.656376719,1.0,1.0,1.0
525,1.0,1.0,1.0,0.0,0.483559906,0.0,0.538660765,1.0,1.0,1.0
526,1.0,1.0,1.0,0.0,0.404603273,0.0,0.435865611,1.0,1.0,1.0
527,1.0,1.0,1.0,0.0,0.559817672,0.0,0.442083746,1.0,1.0,1.0
528,1.0,1.0,1.0,0.0,0.43195039,0.0,0.497571468,1.0,1.0,1.0
529,1.0,1.0,1.0,0.0,0.801479816,0.0,0.581782818,1.0,1.0,1.0
530,1.0,1.0,1.0,0.0,0.83980149,0.0,0.595689774,1.0,1.0,1.0
531,1.0,1.0,1.0,0.0,0.880831182,0.0,0.595840871,1.0,1.0,1.0
532,1.0,1.0,1.0,0.0,0.87968725,0.0,0.547282517,1.0,1.0,1.0
533,1.0,1.0,1.0,0.0,0.983528793,0.0,0.512071192,1.0,1.0,1.0
534,1.0,1.0,1.0,0.0,0.861405969,0.0,0.4476614,1.0,1.0,1.0
535,1.0,1.0,1.0,0.0596,0.666822255,0.0855,0.436473608,1.0,1.0,1.0
536,1.0,1.0,1.0,0.2421,0.637812197,0.2731,0.2730335,1.0,1.0,1.0
537,1.0,1.0,1.0,0.4408,0.925808966,0.4671,0.232217997,1.0,1.0,1.0
538,1.0,1.0,1.0,0.5842,0.981597066,0.608,0.195289731,1.0,1.0,1.0
539,1.0,1.0,1.0,0.6896,0.962186873,0.7062,0.213924885,1.0,1.0,1.0
540,1.0,1.0,1.0,0.6858,0.838697433,0.6378,0.212225169,1.0,1.0,1.0
541,1.0,1.0,1.0,0.6341,0.858128905,0.5752,0.302501947,1.0,1.0,1.0
542,1.0,1.0,1.0,0.5742,0.714092791,0.5323,0.325241268,1.0,1.0,1.0
543,1.0,1.0,1.0,0.5271,0.506495476,0.5201,0.364710987,1.0,1.0,1.0
544,1.0,1.0,1.0,0.4501,0.643713951,0.4571,0.458459675,1.0,1.0,1.0
545,1.0,1.0,1.0,0.3211,0.802486479,0.339,0.317824125,1.0,1.0,1.0
546,1.0,1.0,1.0,0.1502,0.414806664,0.1788,0.338354707,1.0,1.0,1.0
547,1.0,1.0,1.0,0.0118,0.449268788,0.0161,0.352551579,1.0,1.0,1.0
548,1.0,1.0,1.0,0.0,0.433795214,0.0,0.378010601,1.0,1.0,1.0
549,1.0,1.0,1.0,0.0,0.723540962,0.0,0.339033753,1.0,1.0,1.0
550,1.0,1.0,1.0,0.0,0.847964466,0.0,0.314579666,1.0,1.0,1.0
551,1.0,1.0,1.0,0.0,0.431865871,0.0,0.171525747,1.0,1.0,1.0
552,1.0,1.0,1.0,0.0,0.263614535,0.0,0.185047239,1.0,1.0,1.0
553,1.0,1.0,1.0,0.0,0.383512288,0.0,0.145755634,1.0,1.0,1.0
554,1.0,1.0,1.0,0.0,0.467303038,0.0,0.171004862,1.0,1.0,1.0
555,1.0,1.0,1.0,0.0,0.669023633,0.0,0.137060583,1.0,1.0,1.0
556,1.0,1.0,1.0,0.0,0.578121424,0.0,0.107461967,1.0,1.0,1.0
557,1.0,1.0,1.0,0.0,0.668174863,0.0,0.092926241,1.0,1.0,1.0
558,1.0,1.0,1.0,0.0,0.84716779,0.0,0.117547646,1.0,1.0,1.0
559,1.0,1.0,1.0,0.0674,0.639957428,0.0783,0.091541469,1.0,1.0,1.0
560,1.0,1.0,1.0,0.2425,0.382031947,0.2579,0.06851235,1.0,1.0,1.0
561,1.0,1.0,1.0,0.4158,0.377838641,0.4056,0.033707358,1.0,1.0,1.0
562,1.0,1.0,1.0,0.5463,0.241989717,0.5052,0.037563592,1.0,1.0,1.0
563,1.0,1.0,1.0,0.6386,0.140842691,0.6202,0.010733934,1.0,1.0,1.0
564,1.0,1.0,1.0,0.6422,0.17344895,0.6711,0.042396054,1.0,1.0,1.0
565,1.0,1.0,1.0,0.619,0.254069537,0.6594,0.067424588,1.0,1.0,1.0
566,1.0,1.0,1.0,0.535,0.348766774,0.6022,0.222026736,1.0,1.0,1.0
567,1.0,1.0,1.0,0.4947,0.318340123,0.4993,0.20043698,1.0,1.0,1.0
568,1.0,1.0,1.0,0.436,0.412772506,0.4129,0.232668549,1.0,1.0,1.0
569,1.0,1.0,1.0,0.31,0.438966453,0.3183,0.227826118,1.0,1.0,1.0
570,1.0,1.0,1.0,0.141,0.478521466,0.1614,0.264879882,1.0,1.0,1.0
571,1.0,1.0,1.0,0.0057,0.204736024,0.0049,0.420176864,1.0,1.0,1.0
572,1.0,1.0,1.0,0.0,0.121209301,0.0,0.391947001,1.0,1.0,1.0
573,1.0,1.0,1.0,0.0,0.262892365,0.0,0.633731902,1.0,1.0,1.0
574,1.0,1.0,1.0,0.0,0.302317798,0.0,0.606936872,1.0,1.0,1.0
575,1.0,1.0,1.0,0.0,0.392155528,0.0,0.802681684,1.0,1.0,1.0
576,1.0,1.0,1.0,0.0,0.485296309,0.0,0.80059278,1.0,1.0,1.0
577,1.0,1.0,1.0,0.0,0.56743139,0.0,0.656539202,1.0,1.0,1.0
578,1.0,1.0,1.0,0.0,0.493387401,0.0,0.603969455,1.0,1.0,1.0
579,1.0,1.0,1.0,0.0,0.537232339,0.0,0.611808419,1.0,1.0,1.0
580,1.0,1.0,1.0,0.0,0.715105534,0.0,0.658338726,1.0,1.0,1.0
581,1.0,1.0,1.0,0.0,0.877000749,0.0,0.734204531,1.0,1.0,1.0
582,1.0,1.0,1.0,0.0,0.858959556,0.0,0.757275045,1.0,1.0,1.0
583,1.0,1.0,1.0,0.0646,0.616436839,0.0723,0.733292341,1.0,1.0,1.0
584,1.0,1.0,1.0,0.24,0.389255017,0.2571,0.539027035,1.0,1.0,1.0
585,1.0,1.0,1.0,0.4124,0.38474685,0.434,0.465032071,1.0,1.0,1.0
586,1.0,1.0,1.0,0.5387,0.668079793,0.5476,0.492129922,1.0,1.0,1.0
587,1.0,1.0,1.0,0.5942,0.445153713,0.6195,0.73795259,1.0,1.0,1.0
588,1.0,1.0,1.0,0.5769,0.568499982,0.6025,0.587795615,1.0,1.0,1.0
589,1.0,1.0,1.0,0.5447,0.738960683,0.5788,0.767164946,1.0,1.0,1.0
590,1.0,1.0,1.0,0.5418,0.373366296,0.5354,0.799923062,1.0,1.0,1.0
591,1.0,1.0,1.0,0.534,0.478745103,0.5095,0.739777803,1.0,1.0,1.0
592,1.0,1.0,1.0,0.4351,0.828541756,0.4716,0.763988495,1.0,1.0,1.0
